address,addressCity,Zipcode,area,baths,beds,soldPrice,zestimate,latitude,longitude,livingArea,rentZestimate,daysOnZillow,homeType,median_income,bus_stops_1km,police_beat,restaurants_nearby,cafes_nearby,schools_nearby,parks_nearby,gyms_nearby,supermarkets_nearby,drive_to_uiuc_main_quad_min,drive_to_downtown_champaign_min,drive_to_carle_hospital_min,drive_to_memorial_stadium_min,drive_to_willard_airport_min
"2205 Savanna Dr, Champaign, IL 61822",Champaign,61822,2447,3.0,4.0,"$485,000",485100,40.08762,-88.328064,2447,2981,25,SINGLE_FAMILY,173636.0,13.0,24,0.0,0.0,0.0,3.0,0.0,0.0,18.05,15.85,19.2,14.366666666666667,11.666666666666666
"13 Golfview Dr, Savoy, IL 61874",Savoy,61874,2348,2.0,4.0,"$355,000",355600,40.053967,-88.25878,2348,2936,26,SINGLE_FAMILY,82794.0,2.0,,6.0,0.0,1.0,5.0,2.0,1.0,13.666666666666666,12.2,14.15,9.3,4.6
"1506 Harrington Dr, Champaign, IL 61821",Champaign,61821,1473,2.0,3.0,"$271,000",271100,40.08715,-88.27035,1473,1865,27,SINGLE_FAMILY,93068.0,0.0,,3.0,0.0,8.0,1.0,1.0,0.0,12.016666666666667,9.8,12.9,8.05,8.0
"1818 Tahoe Ct, Champaign, IL 61822",Champaign,61822,724,2.5,,"$130,000",188500,40.09459,-88.29302,724,1234,28,CONDO,118393.0,27.0,24,1.0,2.0,2.0,5.0,0.0,0.0,14.366666666666667,12.083333333333334,15.633333333333333,10.75,10.45
"2510 Arden Dr, Champaign, IL 61821",Champaign,61821,2600,3.0,4.0,"$155,000",155300,40.09718,-88.28915,2600,2478,28,SINGLE_FAMILY,118393.0,0.0,24,1.0,2.0,4.0,9.0,0.0,0.0,12.616666666666667,10.333333333333334,13.9,9.016666666666667,10.366666666666667
"3504 Royal Oak Ct, Champaign, IL 61822",Champaign,61822,2185,3.0,5.0,"$323,000",323100,40.09551,-88.30355,2185,2623,32,SINGLE_FAMILY,109132.0,26.0,,1.0,2.0,1.0,1.0,0.0,0.0,15.116666666666667,12.85,16.4,11.516666666666667,11.616666666666667
"4012 Lakepoint Rd, Champaign, IL 61822",Champaign,61822,3779,5.0,3.0,"$750,000",750900,40.09046,-88.31208,3779,4647,32,SINGLE_FAMILY,109132.0,32.0,,0.0,0.0,1.0,1.0,0.0,0.0,16.516666666666666,14.316666666666666,17.666666666666668,13.366666666666667,10.683333333333334
"3308 Pebblecreek Pl, Champaign, IL 61822",Champaign,61822,2412,3.0,4.0,"$327,500",391500,40.081352,-88.30142,2412,3279,32,SINGLE_FAMILY,126495.0,22.0,24,6.0,1.0,0.0,4.0,1.0,0.0,15.7,13.833333333333334,16.2,11.35,9.516666666666667
"2002 Savanna Dr, Champaign, IL 61822",Champaign,61822,2364,4.0,4.0,"$525,000",525200,40.09077,-88.32737,2364,3140,32,SINGLE_FAMILY,173636.0,15.0,24,0.0,0.0,0.0,3.0,0.0,0.0,17.516666666666666,15.3,18.666666666666668,14.2,12.15
"1912 Trout Valley Dr, Champaign, IL 61822",Champaign,61822,2434,3.0,3.0,"$400,000",400200,40.0932,-88.30877,2434,3017,33,SINGLE_FAMILY,109132.0,32.0,,0.0,0.0,1.0,1.0,0.0,0.0,15.5,13.216666666666667,16.783333333333335,11.9,12.016666666666667
"1314 S State St, Champaign, IL 61820",Champaign,61820,1439,1.0,3.0,"$235,000",235100,40.100677,-88.24631,1439,1519,8,SINGLE_FAMILY,57140.0,1.0,22,20.0,4.0,5.0,7.0,4.0,0.0,6.85,4.733333333333333,8.0,4.05,12.333333333333334
"3026 E Stillwater Lndg APT 102, Urbana, IL 61802",Urbana,61802,1097,2.0,2.0,"$179,900",180200,40.090416,-88.1653,1097,1462,11,CONDO,111250.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,15.066666666666666,16.666666666666668,11.266666666666667,10.566666666666666,16.85
"3042 E Stillwater Lndg APT 101, Urbana, IL 61802",Urbana,61802,1076,2.0,2.0,"$185,500",185500,40.09068,-88.16449,1076,1445,11,CONDO,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,15.583333333333334,17.183333333333334,11.216666666666667,10.833333333333334,17.366666666666667
"802 E Florida Ave, Urbana, IL 61801",Urbana,61801,775,1.0,,"$50,000",120800,40.09863,-88.19833,775,1251,20,SINGLE_FAMILY,84474.0,59.0,,8.0,1.0,7.0,3.0,2.0,1.0,9.866666666666667,11.683333333333334,6.233333333333333,5.216666666666667,16.633333333333333
"6 Shuman Cir, Urbana, IL 61801",Urbana,61801,2211,2.0,3.0,"$274,000",274100,40.092377,-88.2013,2211,2219,21,SINGLE_FAMILY,37156.0,1.0,,3.0,0.0,4.0,4.0,2.0,1.0,10.483333333333333,12.3,7.0,5.833333333333333,15.75
"316 London Way, Savoy, IL 61874",Savoy,61874,2419,4.0,5.0,"$464,500",465200,40.051544,-88.24555,2419,3009,21,SINGLE_FAMILY,161012.0,5.0,,3.0,0.0,2.0,6.0,0.0,0.0,14.566666666666666,13.016666666666667,13.783333333333333,8.933333333333334,7.5
"601 E Tomaras Ave, Savoy, IL 61874",Savoy,61874,2095,3.0,4.0,"$329,000",329100,40.06009,-88.24126,2095,2666,22,SINGLE_FAMILY,150129.0,26.0,,5.0,0.0,2.0,3.0,1.0,1.0,12.316666666666666,11.833333333333334,11.533333333333333,6.683333333333334,8.083333333333334
"2016 Boudreau Dr, Urbana, IL 61801",Urbana,61801,1429,1.0,3.0,"$220,000",220000,40.092285,-88.20706,1429,1894,22,SINGLE_FAMILY,154570.0,43.0,,0.0,0.0,3.0,7.0,0.0,0.0,9.833333333333334,11.633333333333333,7.2,5.166666666666667,14.483333333333333
"2408 Pond St, Urbana, IL 61801",Urbana,61801,1852,3.0,4.0,"$302,000",302100,40.08624,-88.19312,1852,2170,22,SINGLE_FAMILY,63696.0,2.0,,2.0,1.0,4.0,3.0,2.0,2.0,11.816666666666666,13.45,9.033333333333333,7.083333333333333,14.916666666666666
"3 Lyndhurst Village Ct APT F, Savoy, IL 61874",Savoy,61874,1612,2.0,2.0,"$195,000",195300,40.07496,-88.25045,1612,1829,22,CONDO,87534.0,26.0,,11.0,2.0,4.0,4.0,0.0,0.0,10.95,9.5,11.45,6.6,8.466666666666667
"3 Lyndhurst Village Ct APT F, Savoy, IL 61874",Savoy,61874,1594,2.0,2.0,"$195,000",195000,40.07496,-88.25045,1594,1850,25,CONDO,87534.0,26.0,,11.0,2.0,4.0,4.0,0.0,0.0,10.95,9.5,11.45,6.6,8.466666666666667
"106 Essex Ln UNIT 7, Savoy, IL 61874",Savoy,61874,1315,2.0,2.0,"$220,000",220400,40.055855,-88.24711,1315,1591,26,CONDO,150129.0,3.0,,4.0,0.0,2.0,6.0,2.0,1.0,14.083333333333334,12.633333333333333,13.85,9.0,7.116666666666666
"2210 E Michigan Ave, Urbana, IL 61802",Urbana,61802,1560,2.0,3.0,"$210,000",210100,40.10203,-88.178635,1560,2130,27,SINGLE_FAMILY,84683.0,34.0,,0.0,0.0,3.0,3.0,1.0,0.0,11.5,14.383333333333333,7.483333333333333,7.916666666666667,18.55
"411 Hessel Blvd, Champaign, IL 61820",Champaign,61820,1608,3.0,3.0,"$381,500",381800,40.10196,-88.24927,1608,2212,28,SINGLE_FAMILY,57140.0,3.0,22,20.0,5.0,6.0,7.0,2.0,0.0,6.95,4.833333333333333,8.083333333333334,4.683333333333334,12.4
"2513 Muirfield Pl, Urbana, IL 61802",Urbana,61802,2232,3.0,5.0,"$627,000",627200,40.08738,-88.173775,2232,3432,29,SINGLE_FAMILY,111250.0,34.0,,2.0,0.0,2.0,0.0,1.0,0.0,14.716666666666667,16.333333333333332,11.95,9.983333333333333,17.266666666666666
"3013 E Stillwater Lndg, Urbana, IL 61802",Urbana,61802,1287,2.0,2.0,"$251,000",271900,40.090046,-88.16692,1287,2290,29,SINGLE_FAMILY,111250.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,14.616666666666667,16.416666666666668,10.35,9.95,16.766666666666666
"106 Essex Ln UNIT 7, Savoy, IL 61874",Savoy,61874,1315,2.0,2.0,"$220,000",220100,40.055145,-88.2472,1315,1572,29,CONDO,150129.0,2.0,,5.0,0.0,2.0,6.0,2.0,1.0,13.7,12.233333333333333,13.45,8.6,6.716666666666667
"409 London Way, Savoy, IL 61874",Savoy,61874,2937,4.0,5.0,"$599,000",599500,40.051056,-88.24408,2937,3274,31,SINGLE_FAMILY,161012.0,16.0,,1.0,0.0,1.0,2.0,0.0,0.0,14.166666666666666,12.966666666666667,13.366666666666667,8.533333333333333,7.45
"203 Willard St, Urbana, IL 61801",Urbana,61801,1496,2.0,3.0,"$270,000",270700,40.08435,-88.2047,1496,2118,32,SINGLE_FAMILY,154570.0,21.0,,0.0,0.0,1.0,5.0,0.0,0.0,10.933333333333334,12.733333333333333,8.183333333333334,6.283333333333333,14.583333333333334
"2803 S Myra Ridge Dr, Urbana, IL 61802",Urbana,61802,1706,2.0,3.0,"$251,000",251100,40.082314,-88.18557,1706,2025,32,SINGLE_FAMILY,104500.0,18.0,,2.0,1.0,4.0,2.0,1.0,1.0,12.183333333333334,13.816666666666666,9.75,7.466666666666667,15.016666666666667
"2109 Grange Dr, Urbana, IL 61801",Urbana,61801,2585,2.0,4.0,"$235,000",286900,40.089355,-88.20806,2585,2585,33,SINGLE_FAMILY,154570.0,32.0,,0.0,0.0,2.0,4.0,0.0,0.0,9.816666666666666,11.616666666666667,6.75,5.15,14.0
"903 Bergamot St, Savoy, IL 61874",Savoy,61874,2682,4.0,6.0,"$420,000",420500,40.064713,-88.24853,2682,3768,33,SINGLE_FAMILY,150129.0,4.0,,13.0,1.0,4.0,3.0,1.0,1.0,14.633333333333333,14.15,13.85,9.0,9.35
"303 Dropseed Dr, Savoy, IL 61874",Savoy,61874,2335,3.0,4.0,"$369,900",370200,40.057304,-88.24578,2335,2745,33,SINGLE_FAMILY,150129.0,4.0,,5.0,0.0,3.0,6.0,2.0,1.0,13.95,12.483333333333333,13.166666666666666,8.316666666666666,6.966666666666667
"1510 Rutledge Dr, Urbana, IL 61802",Urbana,61802,1695,2.0,4.0,"$195,000",195600,40.10029,-88.182724,1695,1889,35,SINGLE_FAMILY,55684.0,40.0,,6.0,1.0,4.0,3.0,2.0,1.0,11.9,13.7,7.633333333333334,7.233333333333333,17.866666666666667
"309 E McHenry St, Urbana, IL 61801",Urbana,61801,2178,3.0,4.0,"$266,000",267000,40.087555,-88.2027,2178,2812,39,SINGLE_FAMILY,63696.0,4.0,,0.0,0.0,2.0,5.0,0.0,0.0,10.4,12.2,7.083333333333333,5.733333333333333,14.033333333333333
"1506 Montgomery St, Urbana, IL 61802",Urbana,61802,1302,2.0,3.0,"$205,500",205700,40.100056,-88.17346,1302,2139,41,SINGLE_FAMILY,84683.0,23.0,,0.0,0.0,2.0,2.0,0.0,0.0,13.316666666666666,15.283333333333333,9.283333333333333,8.833333333333334,19.45
"3204 Fawn Hill Ct, Urbana, IL 61802",Urbana,61802,1743,2.0,3.0,"$280,000",280300,40.07742,-88.18942,1743,2565,42,SINGLE_FAMILY,104500.0,13.0,,2.0,1.0,2.0,1.0,1.0,1.0,12.4,14.016666666666667,9.95,7.666666666666667,13.583333333333334
"1807 Trails Dr, Urbana, IL 61802",Urbana,61802,1844,4.0,5.0,"$324,900",325500,40.076687,-88.18414,1844,3193,43,SINGLE_FAMILY,104500.0,11.0,,2.0,1.0,3.0,1.0,1.0,0.0,13.1,14.733333333333333,10.65,8.366666666666667,14.283333333333333
"2911 E Oaks Rd, Urbana, IL 61802",Urbana,61802,1906,2.0,3.0,"$425,000",426100,40.14928,-88.167946,1906,2374,41,SINGLE_FAMILY,118750.0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,12.716666666666667,11.183333333333334,9.9,13.75,21.233333333333334
"3005 E Oaks Rd, Urbana, IL 61802",Urbana,61802,2382,2.0,3.0,"$390,000",451100,40.14929,-88.16718,2382,2681,1055,SINGLE_FAMILY,118750.0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,12.783333333333333,11.25,9.966666666666667,13.816666666666666,22.466666666666665
"709 Bardeen Ln, Champaign, IL 61822",Champaign,61822,1582,3.0,4.0,"$269,900",270100,40.15182,-88.25612,1582,2284,32,SINGLE_FAMILY,72438.0,11.0,12,14.0,1.0,2.0,1.0,0.0,2.0,12.85,9.416666666666666,12.166666666666666,15.266666666666667,16.883333333333333
"614 Luria Ln, Champaign, IL 61822",Champaign,61822,1438,2.0,3.0,"$235,000",235900,40.154602,-88.255,1438,2273,40,SINGLE_FAMILY,72438.0,11.0,12,4.0,1.0,2.0,1.0,0.0,1.0,13.383333333333333,10.116666666666667,12.866666666666667,15.8,17.216666666666665
"407 Corey Ln, Champaign, IL 61822",Champaign,61822,1590,2.0,3.0,"$315,000",316100,40.15113,-88.25127,1590,2261,49,SINGLE_FAMILY,72438.0,17.0,12,15.0,1.0,0.0,1.0,0.0,1.0,12.266666666666667,8.833333333333334,11.566666666666666,14.683333333333334,18.066666666666666
"507 Krebs Dr, Champaign, IL 61822",Champaign,61822,1667,2.0,3.0,"$288,500",290300,40.153442,-88.25279,1667,2274,49,SINGLE_FAMILY,72438.0,17.0,12,6.0,1.0,2.0,1.0,0.0,1.0,13.066666666666666,9.616666666666667,12.366666666666667,15.466666666666667,17.6
"514 Luria Ln, Champaign, IL 61822",Champaign,61822,1600,3.0,3.0,"$269,900",270900,40.154617,-88.25335,1600,2350,53,SINGLE_FAMILY,72438.0,11.0,12,3.0,1.0,2.0,1.0,0.0,1.0,13.066666666666666,9.633333333333333,12.366666666666667,15.483333333333333,17.6
"404 Krebs Dr, Champaign, IL 61822",Champaign,61822,2113,3.0,3.0,"$360,000",361600,40.1539,-88.25119,2113,2704,60,SINGLE_FAMILY,72438.0,9.0,12,3.0,1.0,2.0,1.0,0.0,1.0,13.0,9.566666666666666,12.3,15.4,18.116666666666667
"3407 Nobel Dr, Champaign, IL 61822",Champaign,61822,1444,2.0,3.0,"$260,000",262000,40.155746,-88.25701,1444,2309,82,SINGLE_FAMILY,72438.0,9.0,12,3.0,1.0,2.0,1.0,0.0,1.0,13.283333333333333,10.15,12.9,15.683333333333334,17.1
"3410 Sharp Dr, Champaign, IL 61822",Champaign,61822,1811,3.0,3.0,"$290,000",293000,40.15594,-88.250725,1811,2641,96,SINGLE_FAMILY,72438.0,6.0,12,,0.0,2.0,1.0,0.0,1.0,13.6,10.166666666666666,12.916666666666666,16.016666666666666,18.233333333333334
"506 Luria Ln, Champaign, IL 61822",Champaign,61822,1211,2.0,2.0,"$230,000",232400,40.15462,-88.25263,1211,1955,99,SINGLE_FAMILY,72438.0,8.0,12,3.0,1.0,2.0,1.0,0.0,1.0,13.266666666666667,9.833333333333334,12.583333333333334,15.683333333333334,17.8
"412 Yalow Dr, Champaign, IL 61822",Champaign,61822,1412,2.0,3.0,"$255,000",257900,40.15536,-88.252106,1412,2263,103,SINGLE_FAMILY,72438.0,8.0,12,2.0,1.0,2.0,1.0,0.0,1.0,13.733333333333333,10.3,13.033333333333333,16.15,18.283333333333335
"3207 Nobel Dr, Champaign, IL 61822",Champaign,61822,1794,3.0,3.0,"$285,000",288500,40.15334,-88.25698,1794,2608,106,SINGLE_FAMILY,72438.0,10.0,12,8.0,1.0,2.0,1.0,0.0,2.0,12.75,9.616666666666667,12.366666666666667,15.166666666666666,16.566666666666666
"513 Luria Ln, Champaign, IL 61822",Champaign,61822,1653,3.0,4.0,"$246,500",249000,40.154167,-88.25334,1653,2184,112,SINGLE_FAMILY,72438.0,11.0,12,5.0,1.0,2.0,1.0,0.0,1.0,12.833333333333334,9.4,12.15,15.25,17.383333333333333
"3006 Meridian Dr, Champaign, IL 61822",Champaign,61822,1956,2.0,3.0,"$182,500",176500,40.165154,-88.29698,1956,2655,119,SINGLE_FAMILY,118750.0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.4,12.916666666666666,15.216666666666667,17.416666666666668,16.616666666666667
"706 Lauterbur Ln, Champaign, IL 61822",Champaign,61822,1215,2.0,2.0,"$237,000",239700,40.156075,-88.25577,1215,1931,123,SINGLE_FAMILY,72438.0,16.0,12,2.0,1.0,2.0,1.0,0.0,1.0,13.433333333333334,10.316666666666666,13.05,15.85,17.266666666666666
"701 Bardeen Ln, Champaign, IL 61822",Champaign,61822,1680,3.0,4.0,"$285,000",288300,40.15183,-88.25537,1680,2331,125,SINGLE_FAMILY,72438.0,16.0,12,13.0,1.0,2.0,1.0,0.0,2.0,12.733333333333333,9.3,12.05,15.15,17.05
"508 Lauterbur Ln, Champaign, IL 61822",Champaign,61822,1626,3.0,4.0,"$280,000",283500,40.156105,-88.25284,1626,2463,130,SINGLE_FAMILY,72438.0,14.0,12,2.0,1.0,2.0,1.0,0.0,1.0,13.95,10.3,13.033333333333333,16.366666666666667,17.783333333333335
"606 Luria Ln, Champaign, IL 61822",Champaign,61822,1626,3.0,3.0,"$275,000",278400,40.15461,-88.25428,1626,2489,132,SINGLE_FAMILY,72438.0,11.0,12,3.0,1.0,2.0,1.0,0.0,1.0,13.5,9.933333333333334,12.683333333333334,15.916666666666666,17.316666666666666
"510 Doisy Ln, Champaign, IL 61822",Champaign,61822,1200,1.0,2.0,"$222,000",224900,40.15083,-88.2533,1200,1494,137,SINGLE_FAMILY,72438.0,10.0,12,16.0,1.0,2.0,1.0,0.0,3.0,11.966666666666667,8.533333333333333,11.266666666666667,14.383333333333333,17.833333333333332
"711 Newton Dr, Champaign, IL 61822",Champaign,61822,1000,2.0,2.0,"$195,850",198900,40.152557,-88.25622,1000,1492,152,SINGLE_FAMILY,72438.0,14.0,12,10.0,1.0,2.0,1.0,0.0,2.0,12.666666666666666,9.533333333333333,12.283333333333333,15.066666666666666,16.483333333333334
"701 Krebs Dr, Champaign, IL 61822",Champaign,61822,1244,2.0,2.0,"$230,000",233600,40.15342,-88.25533,1244,1694,158,SINGLE_FAMILY,72438.0,14.0,12,8.0,1.0,2.0,1.0,0.0,1.0,13.333333333333334,9.95,12.7,15.75,17.166666666666668
"505 Yalow Dr, Champaign, IL 61822",Champaign,61822,1818,3.0,3.0,"$287,000",291900,40.154907,-88.25264,1818,2628,166,SINGLE_FAMILY,72438.0,9.0,12,2.0,1.0,2.0,1.0,0.0,1.0,13.566666666666666,10.133333333333333,12.883333333333333,15.983333333333333,18.116666666666667
"508 Luria Ln, Champaign, IL 61822",Champaign,61822,1506,3.0,3.0,"$269,000",274000,40.15462,-88.252815,1506,2366,175,SINGLE_FAMILY,72438.0,10.0,12,3.0,1.0,2.0,1.0,0.0,1.0,13.216666666666667,9.783333333333333,12.533333333333333,15.633333333333333,17.75
"710 Bardeen Ln, Champaign, IL 61822",Champaign,61822,1147,2.0,2.0,"$222,000",226200,40.15227,-88.256035,1147,1585,179,SINGLE_FAMILY,72438.0,14.0,12,10.0,1.0,2.0,1.0,0.0,2.0,12.833333333333334,9.4,12.15,15.25,16.9
"405 Corey Ln, Champaign, IL 61822",Champaign,61822,2488,3.0,4.0,"$360,099",368100,40.15113,-88.25108,2488,2944,190,SINGLE_FAMILY,72438.0,17.0,12,15.0,1.0,0.0,1.0,0.0,1.0,12.3,8.866666666666667,11.616666666666667,14.716666666666667,18.1
"2771 J T Coffman Dr, Champaign, IL 61822",Champaign,61822,1350,2.0,2.0,"$237,000",242000,40.148685,-88.25157,1350,1763,190,SINGLE_FAMILY,64706.0,9.0,12,20.0,4.0,0.0,1.0,0.0,3.0,11.5,8.066666666666666,10.8,13.916666666666666,17.633333333333333
"501 Bardeen Ln, Champaign, IL 61822",Champaign,61822,1468,2.0,3.0,"$248,000",253700,40.15185,-88.25258,1468,2024,201,SINGLE_FAMILY,72438.0,17.0,12,13.0,1.0,2.0,1.0,0.0,1.0,11.983333333333333,8.533333333333333,11.283333333333333,14.383333333333333,17.283333333333335
"613 Doisy Ln, Champaign, IL 61822",Champaign,61822,1175,2.0,2.0,"$210,000",217700,40.15035,-88.25469,1175,1612,204,SINGLE_FAMILY,72438.0,17.0,12,18.0,3.0,2.0,1.0,0.0,3.0,12.166666666666666,8.733333333333333,11.466666666666667,14.583333333333334,17.65
"514 Krebs Dr, Champaign, IL 61822",Champaign,61822,2549,3.0,5.0,"$360,000",368700,40.15388,-88.253334,2549,2961,207,SINGLE_FAMILY,72438.0,17.0,12,6.0,1.0,2.0,1.0,0.0,1.0,12.783333333333333,9.35,12.1,15.2,17.333333333333332
"704 Doisy Ln, Champaign, IL 61822",Champaign,61822,1431,2.0,3.0,"$237,000",243800,40.15081,-88.25553,1431,2012,229,SINGLE_FAMILY,72438.0,20.0,12,17.0,2.0,2.0,1.0,0.0,3.0,12.283333333333333,8.85,11.583333333333334,14.7,17.466666666666665
"610 Yalow Dr, Champaign, IL 61822",Champaign,61822,1604,3.0,4.0,"$130,000",241100,40.15534,-88.25465,1604,2336,236,SINGLE_FAMILY,72438.0,8.0,12,3.0,1.0,2.0,1.0,0.0,1.0,13.766666666666667,10.1,12.833333333333334,16.183333333333334,17.6
"600 Lauterbur Ln, Champaign, IL 61822",Champaign,61822,1875,3.0,3.0,"$278,200",287100,40.156097,-88.253624,1875,2630,238,SINGLE_FAMILY,72438.0,14.0,12,2.0,1.0,2.0,1.0,0.0,1.0,13.4,9.966666666666667,12.7,15.816666666666666,17.566666666666666
"3103 Nobel Dr, Champaign, IL 61822",Champaign,61822,1014,2.0,2.0,"$200,000",206500,40.152283,-88.256966,1014,1500,246,SINGLE_FAMILY,72438.0,14.0,12,10.0,1.0,2.0,1.0,0.0,2.0,12.733333333333333,9.616666666666667,12.35,15.15,16.566666666666666
"3005 Nobel Dr, Champaign, IL 61822",Champaign,61822,1741,3.0,3.0,"$260,000",270100,40.151737,-88.25681,1741,2263,274,SINGLE_FAMILY,72438.0,14.0,12,14.0,2.0,2.0,1.0,0.0,2.0,12.95,9.616666666666667,12.35,15.366666666666667,16.766666666666666
"4701 Vahalla Dr, Champaign, IL 61822",Champaign,61822,2614,5.0,6.0,"$635,940",638100,40.105854,-88.32453,2614,4565,43,SINGLE_FAMILY,60603.0,4.0,24,0.0,0.0,0.0,2.0,0.0,0.0,17.833333333333332,15.616666666666667,18.966666666666665,14.616666666666667,14.066666666666666
"4707 Vahalla Dr, Champaign, IL 61822",Champaign,61822,2670,4.0,5.0,"$528,500",532200,40.105175,-88.32557,2670,4036,64,SINGLE_FAMILY,60603.0,5.0,24,0.0,0.0,0.0,2.0,0.0,0.0,17.616666666666667,15.4,18.75,14.4,13.85
"214 S Rising Rd, Champaign, IL 61822",Champaign,61822,1555,2.0,3.0,"$145,000",169900,40.116817,-88.33277,1555,2140,99,SINGLE_FAMILY,94712.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.383333333333333,12.166666666666666,15.516666666666667,14.483333333333333,13.65
"1207 English Oak Dr, Champaign, IL 61822",Champaign,61822,2109,3.0,4.0,"$550,000",556100,40.1042,-88.32605,2109,3385,120,SINGLE_FAMILY,60603.0,0.0,24,0.0,0.0,0.0,2.0,0.0,0.0,16.7,14.5,17.85,13.5,12.95
"5010 W Dudley Rd, Champaign, IL 61822",Champaign,61822,1766,2.0,3.0,"$307,000",305500,40.125896,-88.32949,1766,2294,124,SINGLE_FAMILY,94712.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,16.133333333333333,13.933333333333334,17.283333333333335,16.25,15.416666666666666
"4810 Oakdale Dr, Champaign, IL 61822",Champaign,61822,3602,4.0,4.0,"$695,000",736000,40.10585,-88.327034,3602,4998,389,SINGLE_FAMILY,60603.0,0.0,24,0.0,0.0,0.0,2.0,0.0,0.0,17.716666666666665,15.5,18.85,14.5,13.95
"702 N Rising Rd, Champaign, IL 61822",Champaign,61822,1505,2.0,3.0,"$276,100",294500,40.12488,-88.33295,1505,2295,413,SINGLE_FAMILY,94712.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,15.483333333333333,13.266666666666667,16.616666666666667,15.583333333333334,14.75
"413 S Rising Rd, Champaign, IL 61822",Champaign,61822,3200,3.0,4.0,"$525,000",560200,40.111977,-88.33398,3200,3910,449,SINGLE_FAMILY,60603.0,1.0,,0.0,0.0,0.0,2.0,0.0,0.0,14.116666666666667,11.9,15.266666666666667,14.016666666666667,12.916666666666666
"1206 English Oak Dr, Champaign, IL 61822",Champaign,61822,3224,5.0,5.0,"$675,000",721800,40.103764,-88.32557,3224,4653,463,SINGLE_FAMILY,60603.0,3.0,24,0.0,0.0,1.0,2.0,0.0,0.0,16.7,14.483333333333333,17.85,13.5,12.95
"1104 Glen Abbey Dr, Champaign, IL 61822",Champaign,61822,2033,3.0,4.0,"$490,000",527300,40.105072,-88.32764,2033,3294,496,SINGLE_FAMILY,60603.0,1.0,24,0.0,0.0,0.0,2.0,0.0,0.0,17.15,14.933333333333334,18.283333333333335,13.933333333333334,13.383333333333333
"4806 Vahalla Dr, Champaign, IL 61822",Champaign,61822,2658,4.0,5.0,"$685,000",716900,40.105034,-88.32675,2658,3912,550,SINGLE_FAMILY,60603.0,1.0,24,0.0,0.0,0.0,2.0,0.0,0.0,17.4,15.183333333333334,18.55,14.2,13.65
"1108 English Oak Dr, Champaign, IL 61822",Champaign,61822,2011,3.0,5.0,"$500,000",544000,40.10461,-88.3243,2011,3293,558,SINGLE_FAMILY,60603.0,3.0,24,0.0,0.0,1.0,2.0,0.0,0.0,17.0,14.783333333333333,18.15,13.8,13.25
"5021 W Dudley Rd, Champaign, IL 61822",Champaign,61822,1627,2.0,3.0,"$281,000",309400,40.12465,-88.33135,1627,2201,677,SINGLE_FAMILY,94712.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,15.816666666666666,13.6,16.966666666666665,15.933333333333334,15.083333333333334
"4804 Oakdale Dr, Champaign, IL 61822",Champaign,61822,2681,5.0,5.0,"$624,535",673500,40.105846,-88.32618,2681,4316,872,SINGLE_FAMILY,60603.0,0.0,24,0.0,0.0,0.0,2.0,0.0,0.0,17.966666666666665,15.766666666666667,19.116666666666667,14.766666666666667,14.216666666666667
"5314 Trautlake Dr S #5314, Champaign, IL 61822",Champaign,61822,2311,3.0,3.0,"$199,000",243900,40.119957,-88.33279,2311,2559,915,CONDO,94712.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,15.25,13.033333333333333,16.383333333333333,15.35,14.516666666666667
"5316 Trautlake Dr S, Champaign, IL 61822",Champaign,61822,1880,4.0,3.0,"$207,500",268000,40.120064,-88.332634,1880,2374,949,CONDO,94712.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,15.283333333333333,13.066666666666666,16.416666666666668,15.383333333333333,14.55
"1209 English Oak Dr, Champaign, IL 61822",Champaign,61822,2068,3.0,5.0,"$495,000",558100,40.104042,-88.32628,2068,3530,1008,SINGLE_FAMILY,60603.0,3.0,24,0.0,0.0,0.0,2.0,0.0,0.0,16.666666666666668,14.45,17.816666666666666,13.466666666666667,12.916666666666666
"4701 English Oak Ct, Champaign, IL 61822",Champaign,61822,3135,4.0,5.0,"$602,000",660900,40.103645,-88.324066,3135,4700,1026,SINGLE_FAMILY,60603.0,2.0,24,0.0,0.0,1.0,2.0,0.0,0.0,17.183333333333334,14.966666666666667,18.316666666666666,13.966666666666667,13.433333333333334
"322 S Rising Rd, Champaign, IL 61822",Champaign,61822,2860,2.0,4.0,"$232,000",273900,40.11431,-88.33298,2860,2995,1054,SINGLE_FAMILY,94712.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,14.116666666666667,11.9,15.266666666666667,14.233333333333333,13.383333333333333
